WEEK_NUM,,,PRTNUM,,,PRT_CLIENT_ID,SUM(ORDQTY)
8,,,201186,,,ZEBRA,201
3,,,RFD8500-5000100-US,,,ZEBRA,2546
3,,,P1046696-136,,,ZEBRA,6
12,,,ZT23043-T01A00FZ,,,ZEBRA,18
8,,,VC8010SSBB31CBBAXX,,,ZEBRA,23
8,,,P1109323,,,ZEBRA,31
8,,,1301-04DP000,,,TX3,3
8,,,60.18R38.001,,,TX3,30
8,,,CR8178-SC112F4WW,,,ZEBRA,103
8,,,P1109020,,,ZEBRA,591
8,,,CRD-RS51-4SCHG-01,,,ZEBRA,73
8,,,30391-004,,,ZEBRA,48
8,,,ZD42042-D01W02EZ,,,ZEBRA,2
8,,,ZT51043-T010000Z,,,ZEBRA,87
8,,,ZP505-0203-0020,,,ZEBRA,176
8,,,P1031455-002,,,ZEBRA,168
8,,,25-58926-03R,,,ZEBRA,10
8,,,P1006058,,,ZEBRA,83
8,,,450054,,,ZEBRA,2
8,,,P1006137,,,ZEBRA,1
12,,,155.01R01.0018,,,TX3,5
8,,,SG-TC8D-QDHLST-01,,,ZEBRA,20
12,,,KT-U34-CC,,,ZEBRA,2
12,,,DS8178-SR7U2100PFW,,,ZEBRA,536
8,,,ZT51042-T110000Z,,,ZEBRA,7
8,,,DS2208-SR7U2100AZW,,,ZEBRA,173
8,,,MNT-RAM-B247U25,,,ZEBRA,94
8,,,23887,,,ZEBRA,24
12,,,P1058930-018,,,ZEBRA,173
8,,,P1045463,,,ZEBRA,4
8,,,BTRY-36IAB0E-00K,,,ZEBRA,100
8,,,ZD42H42-D01W01EZ,,,ZEBRA,48
8,,,8710-053300-39,,,TX3,6
8,,,CR8178-PCM00FBWW,,,ZEBRA,792
8,,,KT-STB2000-C1US,,,ZEBRA,35
12,,,210745-001,,,ZEBRA,53
8,,,HD4000-P-GA1,,,ZEBRA,58
8,,,1006068-012,,,TX3,118
12,,,MX303-RAIL,,,ZEBRA,46
8,,,DS2278-SR7UMC00AZW,,,ZEBRA,159
12,,,FX9600-82320A50-US,,,ZEBRA,68
8,,,TC720L-0ME24B0-FT,,,ZEBRA,11
12,,,MC330M-GI4HA2US,,,ZEBRA,96
3,,,1100275-204,,,TX3,33
12,,,WA4L210A0100120W,,,ZEBRA,2
12,,,CRD-TC51-HC1SC1-01,,,ZEBRA,503
12,,,P1046576-026,,,ZEBRA,8
12,,,BTRY-ET5X-10IN5-01,,,ZEBRA,205
12,,,P1046696-144,,,ZEBRA,22
12,,,OB131120500B1102,,,ZEBRA,8
12,,,130019,,,ZEBRA,1
12,,,DS8178-STD-POSUSB,,,ZEBRA,172
12,,,P1037974-054,,,ZEBRA,17
12,,,P1080383-419,,,ZEBRA,49
12,,,GC420-200510-000,,,ZEBRA,364
12,,,HW32413-006,,,ZEBRA,3
12,,,PWR-WUA24V15W0WW,,,ZEBRA,470
12,,,42.18R50.001,,,TX3,6724
12,,,TC57HO-1PEZU4P-A6,,,ZEBRA,334
12,,,CRD-MC33-4SE4BC-01,,,ZEBRA,29
12,,,KIT-MPM-BLTCLP5-01,,,ZEBRA,3
12,,,P1037974-006,,,ZEBRA,5
12,,,P1046696-102,,,ZEBRA,5
12,,,ZT42162-T01C000Z,,,ZEBRA,1
12,,,155.01R01.0013,,,TX3,84
8,,,CBL-NGWT-USBHD-01,,,ZEBRA,50
8,,,ZD62L42-D01F00EZ,,,ZEBRA,78
12,,,60.18H06.012,,,TX3,172
8,,,PWR-WUA5V12W0BR,,,ZEBRA,15
12,,,P1046696-111,,,ZEBRA,10
12,,,BTRY-MC55EAB00,,,ZEBRA,87
12,,,450044,,,ZEBRA,121
12,,,1510-0NHQ000,,,TX3,1000
12,,,P1006072,,,ZEBRA,51
8,,,212366-001,,,ZEBRA,20
8,,,P1068931-002,,,ZEBRA,33
8,,,CBA-U01-S07ZAR,,,TX3,32
8,,,8710-050330-14,,,TX3,107
8,,,RAM-B-230U,,,ZEBRA,70
8,,,ZT23042-T0A000FZ,,,ZEBRA,150
8,,,ZD50043-T013R1FZ,,,ZEBRA,25
8,,,SAC7X00-400CES,,,ZEBRA,31
8,,,105936G-546,,,ZEBRA,12
8,,,KT-MC45-SCRNP-10R,,,ZEBRA,3
8,,,KT-TC55-44BTYD1-01,,,TX3,126
8,,,P1083347-011,,,ZEBRA,1
8,,,P1014248-1,,,ZEBRA,10
8,,,3087568V80,,,TX3,20
8,,,12-132319-01,,,TX3,50
8,,,15-155607-01,,,TX3,100
8,,,S00334,,,TX3,11
8,,,GX42-202512-000,,,ZEBRA,63
8,,,8710-050013-00,,,TX3,820
8,,,ZD42H43-T01E00EZ,,,ZEBRA,51
8,,,DS3678-SR0F113VZWW,,,ZEBRA,335
12,,,CRD-TC7X-SE5EU1-01,,,ZEBRA,6055
8,,,VC80X-GROC-CART,,,ZEBRA,24
8,,,ZD23042-30AG00EZ,,,ZEBRA,850
8,,,8710-053301-07,,,TX3,23
8,,,1305-012JV00,,,TX3,2
8,,,1301-04RBR00,,,TX3,50
8,,,VC8010SSBB31CBAAXX,,,ZEBRA,79
8,,,QN3-AUNA0M00-00,,,ZEBRA,27
12,,,807536-001,,,ZEBRA,400
12,,,3PTY-PCLIP-215885,,,ZEBRA,30
8,,,MC55E0-PL0S3RQA9US,,,ZEBRA,37
8,,,SE-965HP-I218R,,,ZEBRA,440
12,,,91-84388-18,,,TX3,595
12,,,91-84388-20,,,TX3,50
8,,,8710-058000-79,,,TX3,20
8,,,210126,,,ZEBRA,5
12,,,SG-TC7X-HLSBELT-WM,,,ZEBRA,224
12,,,45189-12,,,ZEBRA,87
12,,,SE-965HP-I218R,,,ZEBRA,620
8,,,TH-SJ0303,,,ZEBRA,393
8,,,QN3-AUNA0M00-1K,,,ZEBRA,5
8,,,P1063406-045,,,ZEBRA,58
8,,,S01786,,,TX3,68
8,,,P1040670,,,ZEBRA,1
12,,,PWR-BGA24V150W0WW,,,ZEBRA,139
8,,,63-139155-01,,,TX3,1000
8,,,1309-00XC000,,,TX3,295
8,,,91-163087-01,,,TX3,7
8,,,0801-09C1000,,,TX3,3
8,,,S02372,,,TX3,2
8,,,8710-057000-30,,,TX3,19
8,,,GX43-102510-00GA,,,ZEBRA,5
8,,,16M.01RCS.0004,,,TX3,66
8,,,91-000037-01,,,TX3,2
8,,,41-63255-02,,,TX3,316
8,,,210642-013,,,ZEBRA,50
8,,,P1057972,,,ZEBRA,19
12,,,79816M,,,ZEBRA,39
8,,,8710-050078-01,,,TX3,1249
3,,,P1063406-032,,,ZEBRA,412
8,,,S01-54002650B-R,,,TX3,10
12,,,P1024316-001,,,ZEBRA,1897
12,,,KT-QUADOOR-100,,,ZEBRA,367
12,,,BTRY-MCXX-3080-01R,,,ZEBRA,554
12,,,P1012845-011,,,ZEBRA,9
12,,,CBA-U21-S07ZAR,,,ZEBRA,2
12,,,P1063012,,,ZEBRA,150
12,,,CBA-UF6-C12ZAR,,,ZEBRA,1298
12,,,ZT410A2-T010000Z,,,ZEBRA,46
12,,,ZT61043-T0101A0Z,,,ZEBRA,18
12,,,KT-KYBDTRAY-VC80-R,,,ZEBRA,85
12,,,MC930B-GSEEG4RW,,,ZEBRA,21
12,,,P1083320-054,,,ZEBRA,1
12,,,ZT41142-T5100A0Z,,,ZEBRA,7
8,,,UWT-1420-N-00AB,,,ZEBRA,16900
8,,,ST3003-NI,,,ZEBRA,5
12,,,MP7001-LNDLM00CM,,,ZEBRA,353
8,,,450082,,,ZEBRA,12
12,,,SAC-MPP-3BCHGUS1-01,,,ZEBRA,1019
12,,,ZT61042-T010100Z,,,ZEBRA,269
12,,,P1046696-059,,,ZEBRA,411
12,,,RS60B0-SRSTWR,,,ZEBRA,444
12,,,P1053360-002,,,ZEBRA,7
12,,,CBA-R32-S07PAR,,,ZEBRA,1
12,,,G22101M,,,ZEBRA,76
12,,,82-71368-01,,,TX3,120
12,,,CBL-TC51-HDST35-01,,,ZEBRA,103
12,,,P1065668-008,,,ZEBRA,2044
12,,,ET50NT-W22E,,,ZEBRA,18
12,,,105936G-019,,,ZEBRA,12
12,,,450005,,,ZEBRA,61
12,,,33.18H11.001,,,TX3,200
12,,,25-127558-02R,,,ZEBRA,140
12,,,105934-037,,,ZEBRA,222
12,,,P1058930-012,,,ZEBRA,136
12,,,P1073117-002,,,ZEBRA,1
12,,,300020-001,,,ZEBRA,2302
12,,,TRG-TC2X-SNP1-01,,,ZEBRA,784
12,,,LI4278-SR7R0110SRN,,,ZEBRA,118
12,,,212499-009,,,ZEBRA,26
12,,,CRD-RS51-4SCHG-01,,,ZEBRA,104
12,,,P1097550,,,ZEBRA,70
12,,,47.18RB6.101,,,TX3,2377
12,,,P1094879-045,,,ZEBRA,18
12,,,TC72-WM,,,ZEBRA,2347
12,,,MC330M-GI4HG2US,,,ZEBRA,50
3,,,35099M,,,ZEBRA,176
3,,,350031,,,ZEBRA,3
3,,,VC80X-LIFT,,,ZEBRA,405
3,,,440006,,,ZEBRA,60
3,,,CC600-5-3200LNWW,,,ZEBRA,439
3,,,MC330K-GL4HG3RW,,,ZEBRA,50
3,,,AK18323-2,,,ZEBRA,3
3,,,GT800-100510-100,,,ZEBRA,77
3,,,TC70X-WM-BTRY,,,ZEBRA,17006
3,,,CBA-M01-S07ZAR,,,ZEBRA,159
3,,,TC200J-10C112A6,,,ZEBRA,3234
3,,,ZBK-ET5X-10SCN1-01,,,ZEBRA,26
3,,,ADP-MC32-CUP0-04,,,ZEBRA,25
3,,,BTRY-MC7XEAB00,,,ZEBRA,241
3,,,0801-0BU0000,,,TX3,20
3,,,0801-0BW1000,,,TX3,20
3,,,0802-07Y0000,,,TX3,20
3,,,MC32N0-GL4HCHEIA,,,ZEBRA,7
8,,,P1083320-056,,,ZEBRA,15
8,,,SAC-MPP-1BCHGUS1-01,,,ZEBRA,1225
12,,,DS7708-SR00004ZCWW,,,ZEBRA,885
8,,,8710-053200-44,,,TX3,113
8,,,ZQ51-AUN010L-00,,,ZEBRA,9
12,,,4900-030280,,,TX3,2
12,,,P1050667-032,,,ZEBRA,247
8,,,GE-MB1000-25-WR,,,ZEBRA,312
12,,,P1089935-05,,,ZEBRA,157
8,,,LS1203-7AZU0100SR,,,ZEBRA,1225
8,,,47.16M32.001,,,TX3,30
12,,,TC700K-0MB22B0-US,,,ZEBRA,225
12,,,KT-2070-ML2078C14W,,,ZEBRA,4
8,,,P1034615,,,ZEBRA,1455
12,,,CRD-TC8X-5SC4BC-01,,,ZEBRA,2
8,,,P1083347-017,,,ZEBRA,13
12,,,0802-05J3000,,,TX3,205
8,,,P1080383-603,,,ZEBRA,1917
8,,,15-70633-01,,,TX3,55
3,,,TRG-TC51-SNP1-01,,,ZEBRA,170
3,,,32325M,,,ZEBRA,18
3,,,VC83-08SOCQBAABANA,,,ZEBRA,129
3,,,P1019947-01,,,ZEBRA,210
3,,,ZD62043-T21F00EZ,,,ZEBRA,32
12,,,8710-052100-25,,,TX3,110
12,,,8710-052100-53,,,TX3,80
8,,,TC700K-02B24B0-03,,,ZEBRA,9
8,,,MC333R-GI4HG4WR,,,ZEBRA,3
3,,,ZBK-ET5X-8SCN5-01,,,ZEBRA,10
3,,,P1044923,,,ZEBRA,600
3,,,DS4308-SR7U2100PZW,,,ZEBRA,26
8,,,58-40000-007R,,,ZEBRA,436
8,,,P1062323,,,ZEBRA,25
3,,,CRD5501-4000ER,,,ZEBRA,11
8,,,CQ16910-G11,,,ZEBRA,20
3,,,ZD42043-T01000EZ,,,ZEBRA,116
3,,,CHG-AUTO-USB1-01,,,ZEBRA,2100
3,,,20-4750SR-IM101R,,,TX3,57
3,,,CBA-U35-S15ZBR,,,ZEBRA,1382
3,,,4900-029390,,,TX3,73
3,,,16M.025CA.0003,,,TX3,393
3,,,CR0008-SC10007R,,,ZEBRA,6
3,,,P1058930-001,,,ZEBRA,236
3,,,79833M,,,ZEBRA,1
3,,,PCB-7014-0001,,,TX3,10
3,,,KTBTRYRS50EAB02-01,,,ZEBRA,1327
3,,,63-125211-01,,,TX3,1000
3,,,CRD-TC8X-2SUCHG-01,,,TX3,5
3,,,ZC31-000CQ00LA00,,,ZEBRA,1
3,,,FLB3578-C0007WR,,,TX3,285
3,,,MEP-1309-0005,,,TX3,20
3,,,8710-053310-38,,,TX3,229
3,,,1004973-001,,,TX3,150
3,,,47.18RC6.101,,,TX3,50
3,,,8710-057000-98,,,TX3,21
3,,,16M.01RCB.0004,,,TX3,704
3,,,16H.038MS.0035,,,TX3,4702
3,,,CA1230,,,ZEBRA,104
3,,,P1006069,,,ZEBRA,30
3,,,Z74-0M0C0000US00,,,ZEBRA,20
3,,,147.01R0N.0001,,,TX3,1550
3,,,16-162455-01,,,TX3,10855
3,,,ZC32-000C000USWM,,,ZEBRA,2
3,,,OB13112010081102,,,ZEBRA,2
3,,,MEP-1304-0002,,,TX3,50
3,,,MEP-1309-0006,,,TX3,20
3,,,G105910-053,,,ZEBRA,71
3,,,TC80N0-A000K110NA,,,ZEBRA,1
3,,,11-66019-05,,,TX3,3080
3,,,8710-059402-12,,,TX3,500
3,,,8710-059402-14,,,TX3,50
12,,,105934-033,,,ZEBRA,1
12,,,AT18488-1,,,ZEBRA,230
12,,,TC200J-10C213US,,,ZEBRA,43
12,,,M1000,,,ZEBRA,753
12,,,8710-053210-29,,,TX3,40
12,,,MS-954-I000R,,,ZEBRA,34
12,,,G57131M,,,ZEBRA,31
12,,,16H.038MS.0040,,,TX3,3615
12,,,DS8108-SR00007ZZWW,,,ZEBRA,1148
12,,,105910-055,,,ZEBRA,15
12,,,ZQ63-AUWA001-W1Z,,,ZEBRA,118
12,,,8710-053200-38,,,TX3,10
12,,,8710-050383-52,,,TX3,234
12,,,SG-TC2X-SCRNPT1-01,,,ZEBRA,733
12,,,ZQ52-AUE0000-00,,,ZEBRA,3859
12,,,8710-057200-19,,,TX3,100
12,,,KT-IMGENG-06N,,,ZEBRA,1860
12,,,SE4750SR-IP100R,,,ZEBRA,1150
12,,,Z72-000C0000US00,,,ZEBRA,96
12,,,8710-057200-57,,,TX3,10
12,,,G41022M,,,ZEBRA,26
12,,,ZT41042-T310000Z,,,ZEBRA,148
12,,,105934-063,,,ZEBRA,5
12,,,ZC32-0M0C000US00,,,ZEBRA,5
12,,,ZD42L42-D01E00EZ,,,ZEBRA,1
3,,,P1058930-167,,,ZEBRA,35
3,,,P1080383-424,,,ZEBRA,26
3,,,SG-EC30-RLYD1-01,,,ZEBRA,849
12,,,ZD50042-T01A00FZ,,,ZEBRA,41
3,,,ZT41042-T010000Z,,,ZEBRA,2390
12,,,VC83-08FOCQBAABANA,,,ZEBRA,190
12,,,ZD23042-D01G00EZ,,,ZEBRA,162
12,,,MC92N0-GA0SYEYA6WR,,,ZEBRA,132
12,,,MC339R-GF4HG4WR,,,ZEBRA,4
12,,,MC92N0-GA0SXEYA5WR,,,ZEBRA,132
12,,,P1029257-001,,,ZEBRA,124
3,,,79829M,,,ZEBRA,26
3,,,S01485,,,TX3,4
3,,,S02429,,,TX3,6
3,,,ST6500,,,TX3,89
3,,,212342-003,,,ZEBRA,587
12,,,MC32N0-GI4HCHEIA,,,ZEBRA,208
3,,,LB-001422-01,,,TX3,500
3,,,Q18501-ASM,,,TX3,16911
3,,,P1037974-005,,,ZEBRA,42
12,,,ET50PT-G15E-00A6,,,ZEBRA,6
12,,,P1069205-001,,,ZEBRA,22
12,,,105936G-547,,,ZEBRA,1
12,,,MC330K-SN4HA3US,,,ZEBRA,2
12,,,LI2208-SR6U2100AZN,,,ZEBRA,13
12,,,440005,,,ZEBRA,214
12,,,ZD50042-T212R2FZ,,,ZEBRA,8
12,,,SG-NGWT-WRMTL-02,,,ZEBRA,611
12,,,P1058930-084,,,ZEBRA,4
12,,,CR0078-SC10001WR,,,TX3,11
3,,,ZE50042-L010000Z,,,ZEBRA,10
3,,,ZE50043-R010000Z,,,ZEBRA,40
12,,,OB13112020091102,,,ZEBRA,1
12,,,ZC36-000C000USLT,,,ZEBRA,3
12,,,DS9208-SR431R28Z,,,ZEBRA,400
12,,,P1046696-112,,,ZEBRA,4
12,,,P1046696-116,,,ZEBRA,6
12,,,CN-000803-03,,,ZEBRA,332
12,,,79803M,,,ZEBRA,42
12,,,LI2208-SR00007ZZWW,,,ZEBRA,1350
12,,,RSL10-LSS5X5W1E0X0X0,,,ZEBRA,8
3,,,P1024451,,,ZEBRA,602
12,,,CRD-TC51-5SETH1-01,,,ZEBRA,152
12,,,MC32N0-GL2HCLE0A,,,ZEBRA,7
12,,,ZQ52-AUE000L-00,,,ZEBRA,182
12,,,P1020946-01,,,ZEBRA,120
12,,,P1065668-021,,,ZEBRA,15
12,,,210109,,,ZEBRA,35
12,,,56068-001,,,ZEBRA,36
12,,,ZT42062-T01A0540,,,ZEBRA,2
8,,,8710-050310-10,,,TX3,1500
8,,,P1076000-001,,,ZEBRA,364
8,,,DS4608-SR7U2100AZW,,,ZEBRA,185
12,,,AK17463-008,,,ZEBRA,4
8,,,20-147076-07,,,ZEBRA,19
8,,,P1050667-343,,,ZEBRA,3
12,,,105934-036,,,ZEBRA,149
8,,,8710-055600-20,,,TX3,90
12,,,DS9208-SR433U21Z,,,ZEBRA,600
12,,,P1037974-008,,,ZEBRA,158
8,,,P1020350-03,,,ZEBRA,3150
8,,,8710-053301-28,,,TX3,65
8,,,8710-053300-33,,,TX3,60
8,,,HW78803,,,ZEBRA,1
12,,,KT-ET5X-ASTY2-01,,,ZEBRA,5
8,,,1110086,,,TX3,142
8,,,S00763,,,TX3,9
12,,,105936G-304,,,ZEBRA,1
8,,,210739-003,,,ZEBRA,18
12,,,P1006106,,,ZEBRA,48
12,,,43075M,,,ZEBRA,1
12,,,CBL-015-11,,,ZEBRA,11
8,,,P1050667-140,,,ZEBRA,312
12,,,ZBK-ET5X-10RH1-01,,,ZEBRA,150
12,,,P1063406-005,,,ZEBRA,15
3,,,CBL-NGWT-USBHD-01,,,ZEBRA,181
8,,,1020006,,,ZEBRA,20
8,,,P1031774-001,,,ZEBRA,49
8,,,BTRY-ET5X-10IN1-01,,,ZEBRA,102
8,,,8710-059401-31,,,TX3,160
8,,,94-147522-01,,,TX3,14
8,,,HN000010A01,,,TX3,31
8,,,8710-051800-32,,,TX3,26
12,,,AC18177-2,,,ZEBRA,40
12,,,P1006062,,,ZEBRA,1
8,,,UWT-1200-A-00AA,,,ZEBRA,10
8,,,UM-400-01,,,ZEBRA,6
8,,,8710-058100-00,,,TX3,1
8,,,HW46105,,,ZEBRA,1
8,,,20-83080-11,,,TX3,74
8,,,94-000473-01,,,TX3,14
12,,,CRD9101-4001ER,,,ZEBRA,14
12,,,ZT22042-T01000GA,,,ZEBRA,1
8,,,MC32N0-RL4SCLE0A,,,ZEBRA,198
8,,,GX42-102511-000,,,ZEBRA,10
8,,,ZD50043-T11200FZ,,,ZEBRA,2
8,,,P1046203-002,,,ZEBRA,120
8,,,ZT41043-T410000Z,,,ZEBRA,33
3,,,8710-052100-65,,,TX3,10
3,,,20-129757-02,,,TX3,89
3,,,50.14W02.001,,,TX3,20
3,,,16M.01RBD.0004,,,TX3,7
3,,,CR0078-SC10001WR,,,TX3,49
3,,,ZT23042-D01000FZ,,,ZEBRA,140
8,,,CBL-DC-394A1-01,,,ZEBRA,9
8,,,16M.025CA.0003,,,TX3,981
8,,,82-133770-03,,,TX3,47
8,,,16M.01RCS.0003,,,TX3,182
3,,,P1006073,,,ZEBRA,118
8,,,40.16M27.001,,,TX3,584
8,,,LB-65807-03,,,TX3,1000
3,,,8710-050300-35,,,TX3,10
3,,,P1034615,,,ZEBRA,7300
3,,,P1025950-019,,,ZEBRA,41
3,,,TH-WA0712,,,ZEBRA,160
3,,,10314,,,ZEBRA,995
3,,,TH-SK2007,,,ZEBRA,40
3,,,50-13500-008,,,TX3,10
3,,,50.18H03.021,,,TX3,1000
8,,,P1091995-028,,,ZEBRA,1
3,,,91-79065-11,,,TX3,12077
3,,,155.01R01.0018,,,TX3,114
3,,,ZT41046-T01000GA,,,ZEBRA,1
3,,,20-70965-01,,,TX3,20
3,,,ZD41H22-D01W01EZ,,,ZEBRA,79
3,,,CBL-TC7X-USB1-01,,,TX3,30
3,,,P1089503-003,,,ZEBRA,16
3,,,8710-058001-56,,,TX3,14
3,,,8710-050419-06,,,TX3,30
3,,,16H.025CB.0007,,,TX3,112
3,,,16H.038MS.0030,,,TX3,1304
3,,,ZP505-0503-0020,,,ZEBRA,2
3,,,DS4308-XD7U2100ZVW,,,ZEBRA,178
8,,,PWRS-14000-251R,,,ZEBRA,8
12,,,ZD50043-T013R1FZ,,,ZEBRA,26
3,,,AC18177-9,,,ZEBRA,45
12,,,AN480-CL66100WR,,,ZEBRA,82
12,,,CR0008-SC10007R,,,ZEBRA,28
12,,,WT60A0-KX2NEUS,,,ZEBRA,50
12,,,QN2-AUNA0M00-00,,,ZEBRA,3
8,,,8710-050400-15,,,TX3,971
8,,,0C06-003G0MT,,,TX3,13
8,,,6M.18RMB.018,,,TX3,270
8,,,212697-091,,,ZEBRA,12
8,,,P1019947-01,,,ZEBRA,113
8,,,8710-052101-11,,,TX3,3
8,,,1051084-200,,,TX3,45
3,,,G77752M,,,ZEBRA,4
8,,,ET55BT-G15E-00US,,,ZEBRA,22
8,,,MC330K-SG2HG4US,,,ZEBRA,15
8,,,MC930P-GSFDG4NA,,,ZEBRA,1131
8,,,GPB70AAJ-005M0,,,ZEBRA,200
8,,,P1046218-001,,,ZEBRA,100
8,,,P1080383-035,,,ZEBRA,16
8,,,ZQ52-AUN010L-00,,,ZEBRA,33
8,,,P1058930-037,,,ZEBRA,4
8,,,23729,,,ZEBRA,7
8,,,23860,,,ZEBRA,7
8,,,ZT41042-T310000Z,,,ZEBRA,156
8,,,7514-011510,,,TX3,60
8,,,MEP-1304-0004,,,TX3,40
8,,,ZT62062-T110200Z,,,ZEBRA,1
3,,,RV6105,,,ZEBRA,47
3,,,CBA-U03-S07ZAR,,,ZEBRA,254
8,,,105931-021,,,ZEBRA,25
8,,,147.01R0G.0001,,,TX3,57
3,,,SG-MC3X-SHLSTB-01,,,ZEBRA,100
3,,,ST6081,,,ZEBRA,185
3,,,AN2010,,,ZEBRA,2314
3,,,807558-001,,,ZEBRA,2
3,,,P1063406-048,,,ZEBRA,1
3,,,P1058930-166,,,ZEBRA,92
3,,,212397-101,,,ZEBRA,1
8,,,MC339R-GF4HG4WR,,,ZEBRA,7
3,,,PWR-WUA5V4W0BR,,,ZEBRA,297
8,,,P1037990-003,,,ZEBRA,3
3,,,P1046223-001,,,ZEBRA,2770
3,,,G105950-054,,,ZEBRA,1034
3,,,P1046260,,,ZEBRA,590
3,,,LD-D2YL5R,,,ZEBRA,13
8,,,ZT41146-T410000Z,,,ZEBRA,2
8,,,P1031925-046,,,ZEBRA,2
3,,,P1028226,,,ZEBRA,5786
3,,,STYLUS-00002-03R,,,ZEBRA,37
3,,,DS9808-SR00007CNWR,,,ZEBRA,1
3,,,CRD-ET5X-1SCOM1,,,ZEBRA,29
3,,,CRD7X00-1000RR,,,TX3,7
3,,,P1061206-01,,,ZEBRA,104
3,,,P1028906-05,,,ZEBRA,5
3,,,VC5090KYBD-02R,,,TX3,223
3,,,ST6000,,,TX3,57
3,,,1004729-004,,,TX3,222
3,,,P1076000-002,,,ZEBRA,2401
3,,,61340M,,,ZEBRA,1
3,,,77197,,,ZEBRA,410
3,,,60.13Y10.003,,,TX3,35
3,,,58975-16.0,,,ZEBRA,5
3,,,BTRY-TC2X-INT1-01,,,ZEBRA,164
3,,,P1031365-038,,,ZEBRA,2
3,,,AK17463-007,,,ZEBRA,1
3,,,TRG-TC7X-SNP1-02,,,TX3,19
3,,,P1068245-002,,,ZEBRA,5
3,,,16M.01RBD.0002,,,TX3,278
3,,,DS8178-HCBU210FS5W,,,ZEBRA,1128
3,,,P1057552-002,,,ZEBRA,30
3,,,16H.039MS.0008,,,TX3,120
3,,,8710-053300-25,,,TX3,36
3,,,SAC-MPP-6BCHUK1-01,,,ZEBRA,74
3,,,P1093109,,,ZEBRA,120
3,,,39518M,,,ZEBRA,34
3,,,11-69504-01,,,TX3,20
3,,,P1040258-02,,,ZEBRA,195
3,,,086.2R362.0100,,,TX3,1000
8,,,SG-TC2X-HSTRP1-02,,,ZEBRA,209
3,,,290206-044,,,ZEBRA,280
3,,,P1006085,,,ZEBRA,3
3,,,63-123921-19,,,TX3,5
3,,,33.18H11.001,,,TX3,387
3,,,8710-056100-61,,,TX3,4000
8,,,21-99288-01R,,,ZEBRA,2
8,,,P1094926-001,,,ZEBRA,6
8,,,P1026652-03,,,ZEBRA,1411
3,,,074.36686.00B0,,,TX3,39
3,,,28210L-003,,,ZEBRA,2
8,,,ZD41022-D01M00DL,,,ZEBRA,290
3,,,300257-001,,,ZEBRA,25
3,,,8710-053300-71,,,TX3,25
3,,,Z73-000C0000US00,,,ZEBRA,2
3,,,Q20138-2,,,ZEBRA,2
8,,,ST5103,,,ZEBRA,1
3,,,8710-058100-18,,,TX3,35
3,,,1301-02FD000,,,TX3,60
3,,,S02656,,,TX3,5
3,,,6M.18RMB.003,,,TX3,100
8,,,ZT42063-T410000Z,,,ZEBRA,1
8,,,300064,,,ZEBRA,6
3,,,CR8178-PCM00FBWW,,,ZEBRA,660
3,,,KT-TC7X-TETHR1-03,,,TX3,500
3,,,8710-055600-26,,,TX3,1504
3,,,800077-748,,,ZEBRA,2
8,,,QN3-AUN10E01-W1,,,ZEBRA,2
3,,,210405,,,ZEBRA,10
8,,,P1032201-1,,,ZEBRA,100
3,,,S00332,,,TX3,1347
3,,,DS9908-SR4U2300AZW,,,ZEBRA,1
3,,,P1027135-034,,,ZEBRA,5
12,,,BTRY-TC2X-INT1-01,,,ZEBRA,3
3,,,410061,,,ZEBRA,8
3,,,105936G-031,,,ZEBRA,1
3,,,CRD-EC30-2SCHG1-01,,,ZEBRA,21
3,,,DS9908-SRR0004ZCUS,,,ZEBRA,18
3,,,ZD50043-T11200FZ,,,ZEBRA,6
8,,,CBL-36-S15EX-01,,,ZEBRA,32
8,,,P1031365-205,,,ZEBRA,179
3,,,SE-3300WA-L000R,,,ZEBRA,21600
3,,,FX7500-42325A50-WR,,,ZEBRA,58
3,,,AN620-SCL71131US,,,ZEBRA,23
8,,,ST6050,,,ZEBRA,1
8,,,G30378M,,,ZEBRA,2
8,,,46068,,,ZEBRA,7
8,,,ZE50062-L010000Z,,,ZEBRA,44
8,,,77041,,,ZEBRA,3
3,,,ZQ52-AUE002L-L3,,,ZEBRA,1213
8,,,KT-122016-03R,,,ZEBRA,50
3,,,KT-136648-01R,,,ZEBRA,5
3,,,P1083320-084,,,ZEBRA,21
3,,,P1004403-01,,,ZEBRA,33
3,,,ZE50063-L010000Z,,,ZEBRA,10
3,,,CHS3000-4001CR,,,ZEBRA,42
3,,,ZT41042-T210000Z,,,ZEBRA,335
8,,,KT-56DJ1PAZU2P-A6,,,ZEBRA,1
3,,,BA16695-2,,,ZEBRA,146
8,,,MC930B-GSEEG4NA,,,ZEBRA,80
3,,,DS8108-DL7U2100AZW,,,ZEBRA,4
8,,,1004683-001,,,ZEBRA,2
3,,,P1056462,,,ZEBRA,10
3,,,VC70N0-MA0U702G802,,,ZEBRA,6
8,,,10026635,,,ZEBRA,5
8,,,02000BK13145,,,ZEBRA,1
3,,,TFF-2235-00AA,,,ZEBRA,1080
3,,,CR8178-PC110F4WW,,,ZEBRA,100
8,,,P1064066-2512,,,ZEBRA,100
8,,,P1096819-002,,,ZEBRA,130
8,,,DS9908-DL00004ZCNA,,,ZEBRA,1
8,,,P1037750-012,,,ZEBRA,1
8,,,105934-997SK,,,ZEBRA,9
8,,,100066,,,ZEBRA,11
3,,,QN2-AUNA0M00-00,,,ZEBRA,26
