WEEK_NUM,,,PRTNUM,,,PRT_CLIENT_ID,SUM(ORDQTY)
8,,,P1046696-116,,,ZEBRA,47
8,,,105936G-002,,,ZEBRA,2
12,,,8710-050049-00,,,TX3,223
8,,,BTRY-CS40EAB00-04,,,ZEBRA,90
8,,,KT-IMGENG-11N,,,ZEBRA,1600
8,,,ZD42042-C01E00GA,,,ZEBRA,1
3,,,P1046696-095,,,ZEBRA,56
8,,,63-66728-01,,,TX3,3632
8,,,MC92N0-GJ0SYHQA6WR,,,ZEBRA,7
8,,,ZT23042-D01000FZ,,,ZEBRA,38
8,,,MC55E0-PM0S3RQA902,,,ZEBRA,2
3,,,P1080383-001,,,ZEBRA,33
8,,,ZD42042-C01000EZ,,,ZEBRA,64
8,,,ZT51042-T210000Z,,,ZEBRA,83
3,,,DS9308-DL00004ZZNA,,,ZEBRA,18
8,,,P1072539-008,,,ZEBRA,61
8,,,P1094879-002,,,ZEBRA,22
8,,,P1037974-031,,,ZEBRA,13
8,,,TC75AH-KA11ES-A2,,,ZEBRA,128
8,,,MT4210,,,ZEBRA,8
8,,,TC75GK-2MB24AD-02,,,ZEBRA,23
8,,,300147,,,ZEBRA,5
8,,,ZT51042-T010000Z,,,ZEBRA,706
3,,,SAC5070-800CR,,,ZEBRA,1109
8,,,MC330M-SL4HG2US,,,ZEBRA,7
8,,,TC520K-1PEZU4P-FT,,,ZEBRA,76
8,,,MC333R-GI2HG4US,,,ZEBRA,181
8,,,AK18355-101,,,ZEBRA,165
12,,,TC52-WM-INT-B,,,ZEBRA,278
12,,,HN-001414-04,,,ZEBRA,840
12,,,AS-000256-14,,,ZEBRA,210
12,,,ET51CE-G21E-0007,,,ZEBRA,835
12,,,G48000M,,,ZEBRA,116
8,,,807630-001,,,ZEBRA,94
8,,,MC92N0-GA0SXJYA5WR,,,ZEBRA,48
8,,,S02399,,,TX3,1
8,,,16H.02GMS.0015,,,TX3,350
8,,,DS9308-DL00004ZZNA,,,ZEBRA,10
8,,,DS4608-DL00007ZZWW,,,ZEBRA,54
12,,,P1083347-032,,,ZEBRA,4
8,,,9013204,,,TX3,36
8,,,SE2707-LS000R,,,ZEBRA,100
8,,,P1099026,,,ZEBRA,10
3,,,16M.01RCS.0004,,,TX3,473
8,,,1004891-100,,,TX3,38
8,,,DS4608-HL00007ZZWW,,,ZEBRA,5
12,,,8710-050384-12,,,TX3,30
8,,,P1076367,,,ZEBRA,8
8,,,SAC-ET5X-4PPK1-01,,,ZEBRA,51
8,,,AMME4014,,,TX3,7
8,,,1073076-001,,,TX3,62
8,,,AMME4066S,,,TX3,19
8,,,23883,,,ZEBRA,24
12,,,16M.01RCB.0001,,,TX3,460
8,,,DS3678-DP2F003VZWW,,,ZEBRA,62
8,,,G57339M,,,ZEBRA,4
8,,,505144,,,ZEBRA,30
8,,,23031,,,ZEBRA,24
8,,,8710-050330-06,,,TX3,17
3,,,SUPR-DS81E000E-00,,,ZEBRA,878
8,,,CRD-NGWT-1S1BU-01,,,ZEBRA,150
8,,,P1083320-048,,,ZEBRA,2
8,,,P1006099,,,ZEBRA,2
8,,,P1073117-002,,,ZEBRA,6
8,,,ZD41022-D01S00MG,,,ZEBRA,33
8,,,20-4850-IM001R,,,ZEBRA,10580
8,,,1304-001V000,,,TX3,211
8,,,8710-050331-27,,,TX3,513
8,,,ST2004,,,TX3,203
8,,,CUPTC55XX-1000R,,,ZEBRA,3
8,,,P1083320-078,,,ZEBRA,1
8,,,BTRY-MC3XKAB0E-10,,,ZEBRA,29
8,,,1510-0QAX000,,,TX3,3236
8,,,8710-050330-59,,,TX3,14
8,,,G79026M,,,ZEBRA,2
3,,,SE4750SR-LP100R,,,ZEBRA,20
8,,,DS9908-SR4U2100AZW,,,ZEBRA,491
8,,,91.18H28.033G,,,TX3,1
8,,,2133,,,ZEBRA,48
3,,,P1080383-603,,,ZEBRA,39742
8,,,30393-008,,,ZEBRA,48
8,,,P1014133,,,ZEBRA,40
8,,,P1091526-001,,,ZEBRA,30
8,,,ZD23042-301C00EZ,,,ZEBRA,54
8,,,P1024320,,,ZEBRA,16
8,,,ZT62063-T210200Z,,,ZEBRA,1
8,,,SE4750SR-IP100R,,,ZEBRA,500
8,,,P1011156,,,ZEBRA,18
8,,,KT-151827-500R,,,ZEBRA,3
8,,,P1042565-009,,,ZEBRA,6
12,,,WA4L11002100120W,,,ZEBRA,26
8,,,807811-001,,,ZEBRA,70
8,,,3PTY-BTEK-DX30CHG,,,ZEBRA,650
8,,,45440-003,,,ZEBRA,15
12,,,G32432-1M,,,ZEBRA,208
12,,,G57202-1M,,,ZEBRA,32
8,,,207223-001,,,ZEBRA,50
12,,,P1058930-045,,,ZEBRA,11
8,,,ZD50043-T21A00FZ,,,ZEBRA,21
8,,,ZQ61-AUFA000-00,,,ZEBRA,235
8,,,ZD62043-T21F00EZ,,,ZEBRA,60
8,,,8710-053301-02,,,TX3,20
8,,,DS4608-HD7U2100AZW,,,ZEBRA,361
8,,,FN-000251-01,,,TX3,1152
8,,,4900-030630,,,TX3,8
8,,,ZD22042-D11G00EZ,,,ZEBRA,1
8,,,SG-MC9X-SHLSTG-01,,,ZEBRA,655
8,,,ZD62142-T01L02EZ,,,ZEBRA,15
12,,,DS-ZQ6WMP1103793,,,ZEBRA,9461
8,,,1005072,,,ZEBRA,10
8,,,P1080383-442,,,ZEBRA,561
8,,,9008693,,,ZEBRA,25
8,,,1309-010D300,,,TX3,3
8,,,1005875-200,,,TX3,668
8,,,20-4750MR-IM014R,,,TX3,321
8,,,79837M,,,ZEBRA,7
8,,,25-159549-01,,,ZEBRA,10
8,,,P1050667-022,,,ZEBRA,2
8,,,1099101-001,,,TX3,3
12,,,ADPTR-TC56-USBC-01,,,ZEBRA,350
8,,,SG-MC5523341-03R,,,ZEBRA,130
8,,,ZD41022-D01M00EZ,,,ZEBRA,198
12,,,170044,,,ZEBRA,1
12,,,MK590-A030DB9GWTWR,,,ZEBRA,7
12,,,ZT410A2-T01D000Z,,,ZEBRA,128
12,,,42.18H14.002,,,TX3,100
12,,,AK18851-2,,,ZEBRA,2
12,,,P1063406-019,,,ZEBRA,5
12,,,804205-001,,,ZEBRA,267
12,,,P1029257-010,,,ZEBRA,31
12,,,12-9000937-01,,,ZEBRA,185
3,,,CRD-TC2X-BS1CO-01,,,ZEBRA,1360
8,,,86.VA63P.6R0,,,TX3,2400
12,,,8710-050021-00,,,TX3,20
12,,,16H.025MS.0110,,,TX3,33
12,,,P1006033,,,ZEBRA,15
12,,,16H.038MS.0066,,,TX3,86
12,,,430009,,,ZEBRA,1
12,,,155.01R01.0014,,,TX3,60
12,,,P1053360-007,,,ZEBRA,2
12,,,131B-00MRA00,,,TX3,1200
8,,,173184,,,TX3,100
8,,,MC330K-GE4HG3RW,,,ZEBRA,15
8,,,TM-400-02,,,ZEBRA,200
8,,,SG-MC7011110-02R,,,ZEBRA,14
8,,,11-145357-01R,,,ZEBRA,87
12,,,PWR-WUA5V12W0US,,,ZEBRA,5404
8,,,1589817V85,,,TX3,180
12,,,MC92N0-GP0SYGQA6WR,,,ZEBRA,90
8,,,FTN7414C,,,TX3,20
8,,,3071815Y28,,,TX3,40
8,,,21-52612-01R,,,ZEBRA,459
12,,,G46459,,,ZEBRA,2
8,,,KYBD-QW-VC70F-L-1,,,ZEBRA,8
8,,,SG-MC9023241-90R,,,ZEBRA,10
8,,,8710-053201-22,,,TX3,26
8,,,105910-178,,,ZEBRA,41
8,,,8710-053301-34,,,TX3,59
12,,,CRD-TC7X-SE2EPP-01,,,ZEBRA,1871
8,,,4900-027180,,,TX3,430
8,,,1510-0QTH000,,,TX3,1035
8,,,94-000042-13,,,TX3,81
8,,,ZT61042-T21A100Z,,,ZEBRA,8
12,,,CRD1S-RFD2000-1R,,,ZEBRA,600
12,,,MNT-TC8X-FMKT8-01,,,ZEBRA,7
8,,,P1012845-002,,,ZEBRA,2
8,,,DS3678-HP3RF50AS1W,,,ZEBRA,1
12,,,MNT-TC8X-FMKT6-01,,,ZEBRA,30
8,,,25-112560-01R,,,ZEBRA,116
8,,,300292-101,,,ZEBRA,120
12,,,91-79057-22,,,TX3,695
8,,,P1051866-21,,,ZEBRA,1
8,,,ZD42042-T01E00GA,,,ZEBRA,2
8,,,1051310,,,TX3,11
8,,,P1083320-124,,,ZEBRA,24
12,,,SE-965HP-I220R,,,ZEBRA,300
8,,,P1031925-207,,,ZEBRA,4
8,,,S01447,,,TX3,1
12,,,G105910-048,,,ZEBRA,29
8,,,8710-050471-01,,,TX3,20
12,,,P1036802,,,ZEBRA,40
3,,,CRD-MPM-5SCHGUS1-01,,,ZEBRA,45
12,,,91-79057-20,,,TX3,550
12,,,4900-026990,,,TX3,325
12,,,CA2200,,,ZEBRA,9
12,,,1008088-313,,,ZEBRA,9
12,,,P1061022-030,,,ZEBRA,13
8,,,HW-001111-01,,,TX3,1033
8,,,P1056612-003,,,ZEBRA,48
12,,,KT-SCR-RS507-25R,,,ZEBRA,111
8,,,HDST-35MM-PTVP-01,,,TX3,22
8,,,086.1ZS64.05R0,,,TX3,500
8,,,155.01R01.0019,,,TX3,50
8,,,6M.18RCB.003,,,TX3,34
12,,,102-801-00000,,,ZEBRA,1
12,,,P1063406-027,,,ZEBRA,59
8,,,16H.025MS.0017,,,TX3,100
12,,,CRD5500-100UES,,,ZEBRA,475
12,,,P1045049-01,,,ZEBRA,37
12,,,P1080383-601,,,ZEBRA,143
12,,,OE431100C00E1122,,,ZEBRA,1
12,,,P1025318-003,,,ZEBRA,3704
12,,,P1040540,,,ZEBRA,1000
12,,,TC77HL-5ME24BD-BR,,,ZEBRA,21
12,,,P1014140,,,ZEBRA,4
8,,,25-119283-01R,,,TX3,27
12,,,P1025950-037,,,ZEBRA,136
8,,,105934-024,,,ZEBRA,5
12,,,CBL-MC33-USBCHG-01,,,ZEBRA,272
12,,,SAC5500-4000CR,,,ZEBRA,33
12,,,HW-001122-01,,,TX3,140
12,,,P1037974-053,,,ZEBRA,22
12,,,MT3507,,,ZEBRA,148
8,,,CR3000-C10007R,,,ZEBRA,40
12,,,400003,,,ZEBRA,144
12,,,P1037750-261,,,ZEBRA,18
12,,,21-93022-03R,,,ZEBRA,13764
12,,,P1079903-003,,,ZEBRA,522
12,,,ET51CE-G21E-00A6,,,ZEBRA,15
12,,,MC930P-GFEHG4NA,,,ZEBRA,2
12,,,47.18R40.001,,,TX3,12500
3,,,P1063406-027,,,ZEBRA,246
3,,,AT18737-1,,,ZEBRA,114
12,,,103755,,,ZEBRA,344
3,,,MC330K-SG2HG4US,,,ZEBRA,5
12,,,P1098765-01,,,ZEBRA,11
12,,,CBL-MC93-USBCHG-01,,,ZEBRA,268
12,,,AMME4045S,,,TX3,10
12,,,8710-050010-01,,,TX3,200
12,,,ZT41142-T01A000Z,,,ZEBRA,73
12,,,TC510K-2PAZU2P-US,,,ZEBRA,31
12,,,TC56CJ-1PAZU4P-A6,,,ZEBRA,47
12,,,QN3-AUNA0M01-DM,,,ZEBRA,320
12,,,60.18R55.008,,,TX3,20
12,,,SE-965HP-E205R,,,ZEBRA,100
12,,,TC25AJ-10B101A6,,,ZEBRA,120
12,,,SG-TC5X-EXONHS-01,,,ZEBRA,3267
3,,,MT4510,,,ZEBRA,2340
3,,,ZT41142-T210000Z,,,ZEBRA,4
3,,,ZD41022-D01000EZ,,,ZEBRA,3549
3,,,TC75AH-KA11ES-A1,,,ZEBRA,302
3,,,CBA-R46-C09ZBR,,,ZEBRA,2102
3,,,ZD41022-D05000EZ,,,ZEBRA,90
3,,,TC80N0-1000K210IN,,,ZEBRA,6
12,,,55.10P01.101G,,,TX3,35
3,,,0801-08N6100,,,TX3,18
3,,,TC510K-1HDZU2P-A6,,,ZEBRA,12
3,,,WA1002,,,ZEBRA,25
3,,,CRD-TC56-UVCD1-01,,,ZEBRA,79
3,,,MW0030AAUNKH,,,TX3,1920
12,,,22.80041.011,,,TX3,100
8,,,TC56CJ-1PAZU4P-US,,,ZEBRA,420
8,,,CHG-ET5X-CBL1-01,,,ZEBRA,61
8,,,MC92N0-GL0SYJAA6WR,,,ZEBRA,8
12,,,TC83BH-3205A710-01,,,ZEBRA,1
12,,,WPT-3200-02DB,,,ZEBRA,1
12,,,STB2000-C10017R,,,ZEBRA,102
8,,,87-172577-02,,,TX3,991
8,,,S03159,,,TX3,1
8,,,8710-050333-06,,,TX3,796
8,,,7014-002251,,,TX3,30
8,,,KT-152098-03,,,ZEBRA,2
12,,,155.01R01.0016,,,TX3,2
12,,,8710-052100-65,,,TX3,50
12,,,MC92N0-GP0SYFYA6WR,,,ZEBRA,147
3,,,P1063270,,,ZEBRA,165
8,,,P1050667-031,,,ZEBRA,71
12,,,20-106561-08,,,TX3,60
8,,,8710-058001-59,,,TX3,3
8,,,P1028226,,,ZEBRA,6871
8,,,STYLUS-00002-03R,,,ZEBRA,20
3,,,LS2208-1AZR0100DR,,,ZEBRA,487
3,,,FX7500-42320A50-US,,,ZEBRA,53
3,,,PWRS-0102246H54R,,,ZEBRA,1
3,,,105910-001,,,ZEBRA,11
3,,,CBA-R02-C09PAR,,,ZEBRA,179
3,,,P1062647-002,,,ZEBRA,107
3,,,CR0078-PC1F007WR,,,ZEBRA,172
3,,,ZD51013-D01E00GA,,,ZEBRA,9
3,,,ZD42042-D01E00GA,,,ZEBRA,2
3,,,ZD42043-D01E00EZ,,,ZEBRA,1122
3,,,TC83B0-3005A510TA,,,ZEBRA,3
3,,,KT-MC45-BTRYD-01R,,,TX3,971
3,,,8710-053201-30,,,TX3,203
3,,,P1072449,,,ZEBRA,2813
3,,,207002-001,,,ZEBRA,39
3,,,105936G-546,,,ZEBRA,28
3,,,1301-04QQ100,,,TX3,50
3,,,MOD-1304-0001,,,TX3,20
3,,,ET51AT-W12E,,,ZEBRA,426
3,,,P1061022-030,,,ZEBRA,14
3,,,KT-MC7X-SCRNP2-03,,,ZEBRA,51
3,,,ZQ31-A0E02TL-KF,,,ZEBRA,28
3,,,CC6000-10-3200LNNA,,,ZEBRA,29
3,,,60.13Y01.001,,,TX3,213
3,,,21-143414-01,,,TX3,27
3,,,RS419-HP2000FSR,,,ZEBRA,535
3,,,LS2208-SR20141R,,,ZEBRA,13
3,,,16H.042MS.0045,,,TX3,43
3,,,DS9908-SR00004ZZWW,,,TX3,4
3,,,025.9003P.0001,,,TX3,50
3,,,P1083320-027,,,ZEBRA,4
3,,,056.18025.0011,,,TX3,276
3,,,P1050667-251,,,ZEBRA,1
3,,,Z72-0M0C0000US00,,,ZEBRA,39
3,,,ZD62142-D41L01EZ,,,ZEBRA,2
3,,,8710-059402-00,,,TX3,20
3,,,16H.025MS.0107,,,TX3,5080
3,,,27125,,,ZEBRA,426
3,,,RTL10B1-E1AS0X0000NA,,,ZEBRA,5
3,,,ZD62143-T01L01EZ,,,ZEBRA,649
12,,,MC330K-GE4HG3US,,,ZEBRA,420
12,,,105934-025,,,ZEBRA,113
3,,,ST3004,,,TX3,8
12,,,40225,,,ZEBRA,696
3,,,1302-0499T00,,,TX3,100
12,,,8710-053200-40,,,TX3,105
12,,,8710-053201-53,,,TX3,157
12,,,8710-053210-10,,,TX3,70
12,,,P1028226,,,ZEBRA,2564
12,,,16H.038MS.0055,,,TX3,186
12,,,ZD62142-T01L01EZ,,,ZEBRA,126
12,,,DS3608-HP20003VZWW,,,ZEBRA,117
12,,,8710-057200-13,,,TX3,26
12,,,8710-057201-24,,,TX3,80
12,,,SG-MC9511110-01R,,,ZEBRA,20
12,,,ZT41042-T0A0000Z,,,ZEBRA,450
12,,,123100-202,,,ZEBRA,59
12,,,8710-050383-34,,,TX3,26
12,,,SE2707-LU000R,,,ZEBRA,40
12,,,SAC-MC33-20SCHG-01,,,ZEBRA,37
12,,,MC330K-GE3HA3RW,,,ZEBRA,40
12,,,BTRY-WT40IAB0H,,,ZEBRA,2297
12,,,P1020219-01,,,ZEBRA,14
3,,,VC5090KYBD-02R,,,ZEBRA,7
12,,,P1080383-231,,,ZEBRA,6
12,,,WT41N0-T2S27ER,,,ZEBRA,202
3,,,8710-053330-37,,,TX3,210
12,,,AK18353-1,,,ZEBRA,592
12,,,P1083320-096,,,ZEBRA,1
12,,,MC92N0-GJ0SYFYA6WR,,,ZEBRA,1
3,,,P1099875-043,,,ZEBRA,2
12,,,BTRY-MC55EAB02-50H,,,ZEBRA,42
3,,,MW0030AAUNR1,,,TX3,265
3,,,1309-00QM000,,,TX3,663
3,,,6060A1500416,,,TX3,683
3,,,41-108424-05,,,TX3,10
3,,,4900-031660,,,TX3,20
3,,,P1046696-061,,,ZEBRA,164
3,,,S01786,,,TX3,45
3,,,S00555,,,TX3,73
12,,,P1024456-011,,,ZEBRA,20
12,,,P1083320-041A,,,ZEBRA,63
12,,,SG-NGRS-TRGA-02,,,ZEBRA,14
12,,,G43110M,,,ZEBRA,31
12,,,ZC11-0000000USLT,,,ZEBRA,1
12,,,P1058930-086,,,ZEBRA,10
12,,,P1083320-037A,,,ZEBRA,243
12,,,DS9908-SR00004ZZWW,,,ZEBRA,1916
12,,,CHG-AUTO-CLA1-01,,,ZEBRA,1665
12,,,DS9208-SR00114NNWW,,,ZEBRA,112
12,,,P1004230,,,ZEBRA,130
8,,,P1089935-05,,,ZEBRA,45
12,,,11-72959-04R,,,ZEBRA,181
3,,,AT18737-3,,,ZEBRA,534
3,,,P1029253,,,ZEBRA,101
12,,,P1006140,,,ZEBRA,15
12,,,P1076009-001,,,ZEBRA,4
12,,,20006,,,ZEBRA,74
12,,,GX43-102411-000,,,ZEBRA,140
12,,,210739-003,,,ZEBRA,15
12,,,RS5000-LCBSWR,,,ZEBRA,49
12,,,50-16000-219R,,,ZEBRA,5
12,,,SG-ET5X-DCLIP2-02,,,ZEBRA,747
12,,,105934-059,,,ZEBRA,36
8,,,P1026858,,,ZEBRA,2
12,,,CA3000,,,ZEBRA,31
12,,,AK18822-2,,,ZEBRA,10
8,,,8710-050005-01R,,,ZEBRA,444
8,,,P1027728,,,ZEBRA,2
12,,,P1006146,,,ZEBRA,24
8,,,P1036804,,,ZEBRA,5170
8,,,P1024303,,,ZEBRA,305
8,,,OE4311E0C00A1122,,,ZEBRA,9
12,,,CRD-TC51-5SETH-01,,,ZEBRA,136
8,,,807744-001,,,ZEBRA,1074
8,,,P1046209-002,,,ZEBRA,50
12,,,RS60B0-SRSDWR,,,ZEBRA,12
8,,,MS-954-I000R,,,TX3,1
12,,,42.18H45.001,,,TX3,21
12,,,8710-056101-02,,,TX3,69
12,,,8710-053300-23,,,TX3,109
8,,,1221-006LM00,,,TX3,300
8,,,P1046696-125,,,ZEBRA,2
8,,,MC67NA-PDADAB00500,,,ZEBRA,115
8,,,BTRY-MC7XEAB00,,,ZEBRA,98
12,,,CRD5501-401EES,,,ZEBRA,80
8,,,ZD50043-T012R1FZ,,,ZEBRA,38
8,,,8710-053301-35,,,TX3,345
12,,,VC80X-10FSRAABBA-U,,,ZEBRA,10
8,,,STB3578-CF007WR,,,TX3,10
8,,,1101016-001,,,TX3,15
8,,,PWR-WUA5V12W0GB,,,ZEBRA,1
8,,,1301-03S0000,,,TX3,8
8,,,P1058930-039,,,ZEBRA,13
8,,,123100-200,,,ZEBRA,98
8,,,UWC-1300-A-00AC,,,ZEBRA,2
8,,,DS9908-SR4U210RAZU,,,ZEBRA,21
8,,,P1046696-010,,,ZEBRA,1
8,,,DS3678-DP3U4212S1W,,,ZEBRA,10
3,,,13A5-0EL0801,,,TX3,16776
3,,,MW0030ABUNEB,,,TX3,524
3,,,55.10P01.061G,,,TX3,10
3,,,ZD50042-T012R2FZ,,,ZEBRA,4
8,,,8710-055600-21,,,TX3,2000
3,,,054.12001.0001,,,TX3,2771
8,,,8710-053201-34,,,TX3,140
8,,,8710-050400-26,,,TX3,39
8,,,8710-050300-31,,,TX3,68
8,,,20-4710-LM000R,,,TX3,100
8,,,PWR-WUA24V15W0WW,,,ZEBRA,98
3,,,DS8178-SRSF007ZZWW,,,ZEBRA,8404
3,,,ZT61046-T210200Z,,,ZEBRA,25
3,,,OB13110010081102,,,ZEBRA,2
3,,,8710-053300-95,,,TX3,10
3,,,60.18H83.002,,,TX3,917
3,,,20-4750SR-IP100R,,,TX3,200
3,,,8710-050459-02,,,TX3,450
3,,,8710-053301-36,,,TX3,172
3,,,ZC11-000C000LA00,,,ZEBRA,1
3,,,MW1266BAEREB,,,TX3,1365
3,,,8710-050054-00,,,TX3,700
3,,,SAC-MC33-4SCHG-01,,,TX3,2
3,,,KT-82057-03R,,,TX3,28
3,,,8710-050049-00,,,TX3,19474
3,,,47.18R69.001,,,TX3,1603
3,,,ZD62042-D31L01EZ,,,ZEBRA,1
3,,,DT16818-1,,,ZEBRA,50
3,,,738004-10,,,ZEBRA,800
3,,,P1083320-094,,,ZEBRA,1
3,,,8710-056100-49,,,TX3,25
3,,,4900-031020,,,TX3,162
3,,,16H.042MS.0056,,,TX3,2
3,,,ZT61043-T2101078,,,ZEBRA,1
12,,,79842,,,ZEBRA,1
12,,,OB131125C6011131,,,ZEBRA,1
12,,,P1079903-022,,,ZEBRA,573
12,,,DS3608-HPU46-10,,,ZEBRA,10
12,,,CRD-TC51-5SCHG-01,,,ZEBRA,3881
8,,,CRD-ET5X-1SCOM1R,,,ZEBRA,170
8,,,SG-ET5X-RGIO2-01,,,ZEBRA,21
8,,,ZT42062-T01000GX,,,ZEBRA,6
8,,,8710-059400-26,,,TX3,230
8,,,16H.038CS.0004,,,TX3,4
8,,,HN-001080-01,,,TX3,40
8,,,16H.025MS.0018,,,TX3,1400
8,,,P1012811,,,ZEBRA,2
3,,,P1057972,,,ZEBRA,206
8,,,40.18H22.0W1,,,TX3,10
3,,,24952,,,ZEBRA,8090
3,,,P1015397,,,ZEBRA,1
8,,,P1080383-437,,,ZEBRA,6
3,,,29651-006M,,,ZEBRA,2
8,,,LS2208-7AZU0100ZR,,,ZEBRA,65
8,,,SE-4500HD-I000R,,,ZEBRA,300
8,,,P1025950-014,,,ZEBRA,5
8,,,210745-001,,,ZEBRA,40
8,,,ZE50063-R01000DZ,,,ZEBRA,49
3,,,P1073117-002,,,ZEBRA,7
8,,,P1046696-144,,,ZEBRA,3
8,,,6M.18HBD.005,,,TX3,75
8,,,23859,,,ZEBRA,7
8,,,32414,,,ZEBRA,14
8,,,72-124259-04,,,TX3,1000
8,,,EEP-0801-0001,,,TX3,30
8,,,8710-051800-21,,,TX3,500
8,,,4900-027490,,,TX3,20
3,,,CRD-TC56-CVCD2-02,,,ZEBRA,2371
8,,,STYLUS-00006-50R,,,ZEBRA,3
8,,,20634,,,ZEBRA,39
8,,,P1024392-001,,,ZEBRA,1200
3,,,SE-965HP-E205R,,,ZEBRA,400
3,,,P1048813,,,ZEBRA,16
3,,,P1083320-101,,,ZEBRA,1
3,,,11-72959-04R,,,ZEBRA,210
3,,,P1094919-102,,,ZEBRA,2
3,,,AK18353-1,,,ZEBRA,979
3,,,450149,,,ZEBRA,298
3,,,300795-001,,,ZEBRA,218
3,,,P1024454-001,,,ZEBRA,250
3,,,KT-102375-01R,,,ZEBRA,28
3,,,CBL-58918-02,,,ZEBRA,99
3,,,DS9208-SR00004CNWW,,,ZEBRA,29
3,,,SG-MC9X-SHLSTG-01,,,ZEBRA,175
3,,,807812-001,,,ZEBRA,260
3,,,211990-001,,,ZEBRA,15
3,,,P1050667-050,,,ZEBRA,100
3,,,SG-MC93-RBTG-01,,,ZEBRA,617
3,,,1100070-002,,,TX3,15
3,,,211992-001,,,ZEBRA,15
3,,,P1054940,,,ZEBRA,3259
3,,,34516-010,,,ZEBRA,7
3,,,P1065269,,,ZEBRA,5
3,,,27281-12.0,,,ZEBRA,5
3,,,33810,,,ZEBRA,85
3,,,P1046696-148,,,ZEBRA,15
3,,,P1104225,,,ZEBRA,70
3,,,FAST-PC0081W-Q1,,,ZEBRA,1639
3,,,P1056094-001,,,ZEBRA,3407
3,,,P1057915,,,ZEBRA,11330
3,,,5814-003840,,,TX3,126
3,,,13A5-02U4D01,,,TX3,35
3,,,1004975,,,TX3,500
3,,,60.18H06.012,,,TX3,3210
3,,,HW30097,,,ZEBRA,7
3,,,8710-050400-01,,,TX3,170
3,,,PR000004A01,,,ZEBRA,10
3,,,P1015416-001,,,ZEBRA,417
3,,,60.18R83.024,,,TX3,525
3,,,P1028742-001,,,ZEBRA,7
3,,,P1027356,,,ZEBRA,300
3,,,P1061022-025,,,ZEBRA,4
3,,,10008536,,,ZEBRA,135
3,,,P1007535-01,,,ZEBRA,6
8,,,P1079903-015,,,ZEBRA,1
3,,,13-67653-02,,,TX3,25
3,,,P1033662,,,ZEBRA,402
3,,,27279-001,,,ZEBRA,2
3,,,2324,,,ZEBRA,2
8,,,CRD-TC51-5SCHG1-01,,,ZEBRA,315
3,,,8710-053300-26,,,TX3,75
3,,,8710-053300-22,,,TX3,71
3,,,S00887,,,TX3,13
3,,,8710-050050-01,,,TX3,8010
3,,,P1040549,,,ZEBRA,8
3,,,P1040018-010,,,ZEBRA,4
8,,,1100935-001,,,TX3,10
8,,,1100946,,,TX3,10
8,,,1081085-001,,,TX3,10
8,,,8710-053200-34,,,TX3,10
3,,,34516-008,,,ZEBRA,2
3,,,8710-058300-04,,,TX3,20
3,,,4408-000620,,,TX3,35
3,,,8710-056100-52,,,TX3,210
3,,,8710-056100-78,,,TX3,100
3,,,50-11500-561,,,TX3,500
3,,,6M.16MTP.009,,,TX3,59
3,,,4900-028300,,,TX3,41
3,,,GK42-202221-000,,,ZEBRA,4
3,,,8710-058100-24,,,TX3,10
3,,,ZT41042-T410000Z,,,ZEBRA,329
3,,,8710-050383-50,,,TX3,390
3,,,ZT42063-T410000Z,,,ZEBRA,24
3,,,82-97131-03,,,TX3,2000
3,,,RS5000-LCBSWR,,,ZEBRA,266
3,,,8710-050380-02,,,TX3,759
8,,,300065,,,ZEBRA,11
3,,,131B-00D3000,,,TX3,500
3,,,ST5010,,,TX3,10
3,,,P1094879-115,,,ZEBRA,51
8,,,ZD42H43-C01E00EZ,,,ZEBRA,384
3,,,410017,,,ZEBRA,2
3,,,P105931-058,,,ZEBRA,4
3,,,P1046696-117,,,ZEBRA,3
3,,,UM-445-02,,,ZEBRA,68
3,,,60.18H18.032,,,TX3,3604
3,,,P1073117-005,,,ZEBRA,5
3,,,P1031365-010,,,ZEBRA,1
8,,,BTRY-DS22EAB0E-00,,,ZEBRA,8
8,,,P1037750-091,,,ZEBRA,10
3,,,DS8108-SR7U2100SGW,,,ZEBRA,1448
8,,,1305-00UU000,,,TX3,5600
8,,,1305-00CB000,,,TX3,3800
3,,,RS60B0-SRSCWR,,,ZEBRA,16
3,,,51-900081-01,,,TX3,300
8,,,TC700K-02B22B0-A6,,,ZEBRA,8
8,,,1004677-004,,,ZEBRA,18
3,,,PWRS-14000-249R,,,ZEBRA,1
8,,,8710-050384-33,,,TX3,170
8,,,KT-67NA-PDABAB0050,,,ZEBRA,51
3,,,GX43-102412-000,,,ZEBRA,491
8,,,MC92N0-GJ0SXGYA5WR,,,ZEBRA,36
3,,,1301-04DA000,,,TX3,3562
3,,,P1037750-261,,,ZEBRA,122
3,,,P1031925-053,,,ZEBRA,1
3,,,P1029692,,,ZEBRA,200
3,,,RSL10-LSS2X1W1S0X0X0,,,ZEBRA,8
8,,,DS9208-SR4NNU21Z,,,ZEBRA,1492
3,,,STYLUS-00006-50R,,,ZEBRA,1
8,,,P1031925-050,,,ZEBRA,25
3,,,P1037990-019,,,ZEBRA,4
8,,,GK42-102510-00GA,,,ZEBRA,5
8,,,MC330K-GE4HA3US,,,ZEBRA,71
8,,,AC18177-1,,,ZEBRA,32
3,,,MW1269GAERBS,,,TX3,2
3,,,HS2100-BTN-L,,,TX3,1
